URL,Suspicious,Threat Score,Total Indicators,Base64Strings,PowerShellCommands,EncodedPowerShell,PowerShellDownloads,ClipboardManipulation,ClipboardCommands,CaptchaElements,ObfuscatedJavaScript,SuspiciousCommands,SuspiciousKeywords,IP Addresses,High Risk Commands,JavaScript Redirects,Redirect Follows
http://93.152.230.54/,Yes,1617,451,47,0,0,0,1,0,0,0,1,4,2,0,8,0
http://185.196.8.60/,No,62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://blessdayservices.org/up/,Yes,309,40,0,3,0,1,4,1,4,0,4,13,0,2,0,0
https://admin.gestroom.it/,No,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://test.peperoncinochepassione.it/,No,52,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
https://first-security-verden.de/,No,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.first-security-verden.de/,No,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://zamilgroups.com/,No,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.website.mypetapp.co.za/,No,52,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
https://www.bratusferramentas.grupomoltz.com.br/,Yes,371,42,3,3,0,0,4,1,7,0,4,13,0,3,0,1
https://website.mypetapp.co.za/,No,52,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
https://www.zamilgroups.com/,No,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.test.peperoncinochepassione.it/,No,52,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
https://82.146.62.232/,Yes,257,42,3,0,0,0,0,0,2,0,2,4,0,0,1,1
http://82.146.62.232/,Yes,262,43,4,0,0,0,0,0,2,0,2,4,0,0,1,1
http://101.32.40.22/,Yes,169,27,0,0,0,0,4,1,4,0,0,10,0,0,0,0
https://dieticianruniakolkata.com,Yes,405,52,0,3,0,1,6,0,4,0,3,18,1,2,0,0
https://documenti-drive.com,Yes,375,51,0,3,0,0,6,0,4,0,3,18,1,2,0,0
https://dailynews25.world,Yes,278,40,0,0,0,0,6,0,3,0,0,17,0,0,0,0
https://captcha-verification.digital,Yes,350,47,0,2,0,0,6,0,4,0,2,17,0,2,0,0
